idencuesta,ola,social_trust,trust_nb,clase,m0_sexo,m0_edad,age10,swb,employed,couple,t02_01
7102083,6,0,0,3,1,72,2.2059624775122075,0,0,1,5
7102092,6,0,1,1,2,56,0.6059624775122074,1,1,0,4
7102101,6,0,0,3,1,40,-0.9940375224877925,0,1,1,4
7102111,6,0,0,3,1,30,-1.9940375224877926,1,1,1,2
7102122,6,0,1,3,1,37,-1.2940375224877925,0,1,0,4
7102123,6,1,1,2,2,40,-0.9940375224877925,0,1,1,4
7102143,6,0,0,1,2,56,0.6059624775122074,0,1,1,4
7102152,6,0,0,3,2,63,1.3059624775122074,0,0,0,2
7102163,6,0,0,3,1,36,-1.3940375224877926,0,1,0,3
7102183,6,0,1,3,1,55,0.5059624775122075,0,1,0,4
7102191,6,0,0,3,1,48,-0.19403752248779255,0,1,0,3
7102201,6,0,0,3,2,41,-0.8940375224877926,0,1,1,5
7102202,6,0,0,1,2,61,1.1059624775122074,0,1,0,2
7102222,6,0,0,2,1,60,1.0059624775122074,0,1,1,4
7102233,6,0,0,3,2,54,0.40596247751220743,0,1,1,4
7102241,6,0,1,1,2,64,1.4059624775122075,1,0,0,4
7102252,6,0,1,3,2,43,-0.6940375224877926,1,1,1,5
7105012,6,0,1,3,2,40,-0.9940375224877925,0,0,1,4
7401011,6,0,0,1,2,70,2.0059624775122074,0,0,0,4
7401012,6,0,0,3,2,60,1.0059624775122074,0,0,1,3
7401023,6,0,1,1,2,61,1.1059624775122074,1,0,1,5
7401033,6,0,0,1,2,78,2.8059624775122076,0,0,0,4
7401041,6,0,1,3,1,38,-1.1940375224877926,0,1,0,2
7401061,6,0,0,3,2,75,2.5059624775122074,0,0,0,4
7401063,6,0,0,3,2,26,-2.3940375224877926,0,0,0,4
7401093,6,0,0,3,1,52,0.20596247751220745,0,1,1,4
7401101,6,0,0,1,2,41,-0.8940375224877926,0,1,0,2
7401102,6,0,1,3,1,60,1.0059624775122074,0,1,1,3
7401111,6,0,0,3,2,28,-2.1940375224877924,0,0,0,4
7401112,6,0,1,3,2,39,-1.0940375224877925,0,1,1,4
7401131,6,0,0,1,2,54,0.40596247751220743,0,1,0,4
7401133,6,0,0,1,2,56,0.6059624775122074,0,1,1,4
7401141,6,0,1,1,1,54,0.40596247751220743,0,1,1,3
7401143,6,0,1,3,1,25,-2.4940375224877926,0,1,0,4
7401153,6,0,0,3,2,29,-2.0940375224877927,0,1,1,3
7401192,6,0,1,1,2,60,1.0059624775122074,0,1,0,4
7401211,6,0,1,1,2,57,0.7059624775122074,0,1,1,4
7401221,6,0,1,1,2,68,1.8059624775122074,0,0,0,4
7401222,6,0,1,1,2,62,1.2059624775122075,0,1,1,4
7401223,6,0,0,3,2,38,-1.1940375224877926,0,1,1,2
7401231,6,0,0,3,2,39,-1.0940375224877925,0,0,1,3
7401253,6,0,0,3,1,27,-2.2940375224877925,0,0,0,3
7401254,6,0,0,3,2,41,-0.8940375224877926,0,1,0,2
7404013,6,0,0,1,2,53,0.30596247751220745,0,1,0,4
7404031,6,0,1,3,2,44,-0.5940375224877925,0,1,1,4
7404033,6,0,1,1,2,71,2.1059624775122074,0,0,1,4
7404062,6,0,1,3,1,36,-1.3940375224877926,0,1,1,4
7404071,6,0,1,3,2,36,-1.3940375224877926,0,1,0,4
7404073,6,0,0,1,1,73,2.3059624775122076,0,0,0,4
7404081,6,0,1,3,2,40,-0.9940375224877925,0,0,0,4
7404111,6,0,1,1,1,46,-0.39403752248779256,0,1,0,4
7404124,6,0,0,1,2,49,-0.09403752248779255,0,0,0,4
7404131,6,0,1,3,2,60,1.0059624775122074,0,1,1,4
7404132,6,0,0,1,2,65,1.5059624775122074,0,0,1,4
7404142,6,0,0,3,1,29,-2.0940375224877927,0,1,1,4
7404152,6,0,1,1,2,79,2.9059624775122073,0,0,1,4
7404162,6,0,0,1,2,73,2.3059624775122076,0,0,0,4
7404171,6,0,1,1,2,60,1.0059624775122074,0,1,0,4
7404183,6,0,1,3,2,45,-0.49403752248779254,0,1,1,4
7404184,6,0,1,1,2,63,1.3059624775122074,0,1,1,4
7404191,6,0,0,1,1,74,2.4059624775122073,0,0,1,2
7404201,6,0,1,3,1,28,-2.1940375224877924,0,1,0,5
7404202,6,0,0,3,2,49,-0.09403752248779255,0,1,1,4
7404203,6,0,0,1,2,47,-0.2940375224877926,0,0,0,4
7404211,6,0,0,1,2,57,0.7059624775122074,0,0,0,4
7404233,6,0,1,3,1,35,-1.4940375224877926,0,1,1,4
7404235,6,0,1,3,1,48,-0.19403752248779255,1,1,0,4
7404241,6,0,1,3,1,54,0.40596247751220743,0,1,1,4
7404242,6,0,1,1,2,73,2.3059624775122076,0,0,0,4
7404243,6,0,0,1,1,68,1.8059624775122074,0,1,0,4
7404251,6,0,0,3,1,59,0.9059624775122075,0,1,1,4
7404253,6,0,0,1,1,57,0.7059624775122074,0,1,0,4
8101032,6,0,0,1,2,27,-2.2940375224877925,0,1,0,5
8101036,6,0,0,1,2,74,2.4059624775122073,0,0,1,5
8101044,6,0,0,3,2,47,-0.2940375224877926,0,1,0,4
8101052,6,0,0,1,1,79,2.9059624775122073,1,1,1,5
8101063,6,0,0,3,1,81,3.1059624775122074,0,0,1,5
8101071,6,0,0,1,2,51,0.10596247751220744,1,0,1,4
8101072,6,0,0,3,2,59,0.9059624775122075,0,1,1,2
8101078,6,0,0,2,2,49,-0.09403752248779255,0,0,0,2
8101079,6,0,1,1,2,75,2.5059624775122074,0,0,0,4
8101084,6,1,1,1,2,49,-0.09403752248779255,0,1,1,4
8101091,6,0,0,1,2,68,1.8059624775122074,0,0,1,5
8101092,6,0,0,3,2,28,-2.1940375224877924,0,1,1,4
8101094,6,0,1,2,1,71,2.1059624775122074,0,1,1,5
8101098,6,0,0,3,2,42,-0.7940375224877926,0,1,0,4
8101101,6,0,0,1,2,51,0.10596247751220744,0,0,1,2
8101103,6,0,0,3,1,55,0.5059624775122075,1,1,1,4
8101112,6,0,0,3,2,78,2.8059624775122076,0,0,0,4
8101113,6,1,1,1,2,79,2.9059624775122073,0,0,0,5
8101114,6,0,0,1,1,75,2.5059624775122074,0,0,1,4
8101115,6,0,1,1,1,49,-0.09403752248779255,0,1,1,5
8101117,6,0,1,1,2,76,2.6059624775122074,0,0,0,4
8101118,6,0,1,2,2,51,0.10596247751220744,1,1,0,5
8101165,6,0,0,3,1,38,-1.1940375224877926,0,1,1,3
8101187,6,0,1,3,2,82,3.2059624775122075,1,0,1,5
8101211,6,0,1,1,2,42,-0.7940375224877926,0,0,1,4
8101214,6,0,0,1,2,52,0.20596247751220745,0,1,0,4
8101215,6,0,0,1,2,59,0.9059624775122075,0,0,0,4
8101222,6,0,0,3,1,35,-1.4940375224877926,0,1,1,2
8101223,6,0,0,1,1,62,1.2059624775122075,0,1,0,4
8101224,6,1,0,1,1,66,1.6059624775122074,0,0,1,2
8101228,6,0,0,3,2,46,-0.39403752248779256,0,1,1,2
8101246,6,0,1,1,2,74,2.4059624775122073,0,0,1,4
8101247,6,0,0,1,2,71,2.1059624775122074,0,0,0,4
8101251,6,0,1,3,2,42,-0.7940375224877926,0,0,0,4
8101253,6,0,1,1,2,30,-1.9940375224877926,0,0,0,5
8101255,6,0,0,3,2,49,-0.09403752248779255,0,1,0,2
8102011,6,0,1,3,2,72,2.2059624775122075,0,0,0,4
8102013,6,0,1,1,2,61,1.1059624775122074,0,0,0,4
8102021,6,0,0,3,2,51,0.10596247751220744,0,1,0,2
8102022,6,0,1,3,1,49,-0.09403752248779255,0,1,1,2
8102023,6,0,0,3,2,46,-0.39403752248779256,0,1,0,1
8102024,6,0,0,1,2,43,-0.6940375224877926,0,1,0,4
8102025,6,0,0,2,1,39,-1.0940375224877925,0,1,1,4
8102032,6,0,1,1,2,76,2.6059624775122074,0,0,0,5
8102035,6,0,0,1,2,55,0.5059624775122075,0,1,0,4
8102043,6,0,0,1,2,62,1.2059624775122075,0,0,0,4
8102045,6,0,0,1,2,69,1.9059624775122075,0,0,1,4
8102052,6,0,1,1,2,41,-0.8940375224877926,0,1,1,4
8102063,6,0,0,3,1,74,2.4059624775122073,0,0,1,4
8102066,6,0,1,1,2,74,2.4059624775122073,1,0,0,4
8102073,6,0,1,3,2,27,-2.2940375224877925,0,1,0,4
8102074,6,0,0,3,2,48,-0.19403752248779255,0,1,0,4
8102081,6,0,0,3,2,57,0.7059624775122074,0,1,0,4
8102085,6,0,0,3,2,56,0.6059624775122074,0,1,0,4
8102086,6,0,1,1,2,70,2.0059624775122074,0,0,0,4
8102093,6,0,1,3,2,34,-1.5940375224877925,1,0,1,4
8102101,6,0,1,1,1,48,-0.19403752248779255,0,1,1,5
8102102,6,0,0,2,1,42,-0.7940375224877926,0,1,1,4
8103033,6,0,1,1,2,78,2.8059624775122076,0,0,0,4
8103034,6,0,1,3,2,30,-1.9940375224877926,0,1,0,3
8103035,6,0,0,3,2,34,-1.5940375224877925,1,1,1,5
8103038,6,0,0,1,2,72,2.2059624775122075,0,0,0,4
8103043,6,0,0,3,1,57,0.7059624775122074,0,1,1,4
8103045,6,0,1,3,1,70,2.0059624775122074,0,0,1,4
8103052,6,0,1,3,2,64,1.4059624775122075,0,0,0,4
8103055,6,0,1,1,2,41,-0.8940375224877926,0,1,1,3
8103075,6,0,0,3,2,72,2.2059624775122075,0,0,0,4
8103076,6,0,1,1,2,73,2.3059624775122076,0,0,0,4
8103081,6,0,0,3,1,80,3.0059624775122074,0,0,0,4
8103083,6,0,0,3,1,57,0.7059624775122074,0,1,0,2
8103085,6,0,0,3,2,75,2.5059624775122074,0,0,0,3
8103088,6,1,1,1,1,81,3.1059624775122074,0,0,0,4
8103091,6,0,0,3,2,39,-1.0940375224877925,0,1,1,4
8103092,6,0,0,2,2,59,0.9059624775122075,0,1,1,3
8103094,6,0,0,1,2,69,1.9059624775122075,0,0,0,2
8103096,6,1,1,3,2,33,-1.6940375224877926,0,1,0,4
8105013,6,0,0,1,2,38,-1.1940375224877926,0,1,0,4
8105015,6,0,0,1,1,70,2.0059624775122074,0,1,1,4
8106015,6,0,0,3,2,62,1.2059624775122075,0,0,1,2
8106024,6,0,0,1,2,53,0.30596247751220745,0,0,0,4
8106025,6,0,0,1,2,64,1.4059624775122075,0,0,0,2
8106032,6,0,0,1,2,73,2.3059624775122076,0,0,0,4
8106034,6,0,1,1,2,57,0.7059624775122074,0,0,1,5
8106036,6,0,0,1,1,69,1.9059624775122075,0,0,0,4
8106045,6,0,1,1,1,71,2.1059624775122074,0,1,1,4
8106051,6,1,1,1,2,60,1.0059624775122074,0,1,1,4
8106053,6,0,1,1,2,66,1.6059624775122074,0,0,0,2
8107025,6,0,1,1,2,79,2.9059624775122073,0,0,0,5
8107031,6,0,1,2,2,63,1.3059624775122074,0,0,0,4
8107035,6,0,1,3,1,55,0.5059624775122075,0,1,1,4
8107041,6,0,1,1,1,59,0.9059624775122075,0,1,1,4
8108013,6,0,0,1,2,72,2.2059624775122075,0,0,0,4
8108022,6,0,0,3,1,38,-1.1940375224877926,1,0,1,3
8108026,6,0,0,3,2,72,2.2059624775122075,0,0,0,2
8108034,6,0,0,1,2,50,0.005962477512207442,0,1,0,2
8108041,6,0,0,3,2,44,-0.5940375224877925,1,1,1,3
8108043,6,0,0,1,2,48,-0.19403752248779255,1,1,0,4
8108045,6,0,0,1,2,42,-0.7940375224877926,0,1,1,4
8108052,6,0,1,1,2,61,1.1059624775122074,1,0,0,4
8108053,6,0,1,1,2,59,0.9059624775122075,0,1,1,4
8108056,6,0,0,2,2,43,-0.6940375224877926,0,1,1,3
8108062,6,0,1,1,2,49,-0.09403752248779255,0,1,0,4
8108064,6,0,0,1,2,61,1.1059624775122074,0,0,1,4
8108071,6,0,0,1,2,57,0.7059624775122074,1,0,1,2
8108072,6,0,1,3,1,79,2.9059624775122073,0,0,0,4
8108094,6,1,1,1,1,56,0.6059624775122074,1,1,1,4
8108095,6,0,0,3,2,55,0.5059624775122075,0,0,0,3
8108101,6,0,1,3,1,36,-1.3940375224877926,0,1,1,4
8108127,6,1,1,1,2,46,-0.39403752248779256,0,1,0,4
8108131,6,0,1,1,2,54,0.40596247751220743,0,0,1,5
8108132,6,0,0,3,1,42,-0.7940375224877926,0,1,1,3
8108133,6,1,1,1,2,63,1.3059624775122074,0,0,0,4
8108141,6,0,1,3,1,58,0.8059624775122074,0,1,0,4
8108145,6,1,0,3,1,42,-0.7940375224877926,0,0,1,4
8110011,6,0,1,1,2,78,2.8059624775122076,1,0,1,4
8110014,6,0,1,1,2,63,1.3059624775122074,0,0,1,5
8110022,6,0,1,3,1,71,2.1059624775122074,1,0,0,5
8110025,6,0,1,3,1,61,1.1059624775122074,0,1,1,4
8110042,6,0,0,3,1,56,0.6059624775122074,0,1,1,4
8110043,6,0,0,3,1,33,-1.6940375224877926,0,1,1,2
8110044,6,0,0,3,2,30,-1.9940375224877926,0,1,1,2
8110063,6,0,1,2,2,60,1.0059624775122074,0,0,1,4
8110072,6,0,0,1,2,47,-0.2940375224877926,0,1,1,4
8110073,6,0,1,2,2,79,2.9059624775122073,0,0,0,4
8110081,6,0,0,3,2,58,0.8059624775122074,1,1,0,4
8110083,6,0,1,1,2,60,1.0059624775122074,0,0,0,4
8110091,6,0,1,1,2,75,2.5059624775122074,0,0,0,4
8110094,6,0,0,1,2,43,-0.6940375224877926,0,0,0,2
8110095,6,0,0,1,2,74,2.4059624775122073,0,0,0,4
8110102,6,0,1,3,1,41,-0.8940375224877926,0,1,1,4
8110104,6,0,1,3,1,61,1.1059624775122074,0,1,0,4
8110105,6,0,1,3,2,67,1.7059624775122075,0,0,0,4
8110111,6,0,0,3,2,75,2.5059624775122074,0,0,0,4
8110112,6,0,0,1,2,64,1.4059624775122075,0,0,1,4
8110114,6,0,0,1,2,52,0.20596247751220745,0,1,1,4
8110115,6,0,0,3,2,52,0.20596247751220745,0,0,0,4
8110121,6,0,1,3,1,34,-1.5940375224877925,0,1,0,4
8110125,6,0,1,2,1,61,1.1059624775122074,0,0,1,4
8110132,6,0,1,2,2,59,0.9059624775122075,0,1,1,5
8110145,6,0,0,1,2,78,2.8059624775122076,0,0,1,5
8111014,6,0,0,1,2,70,2.0059624775122074,0,0,1,4
8111023,6,0,1,3,1,47,-0.2940375224877926,0,0,0,5
8111025,6,0,1,3,2,52,0.20596247751220745,0,0,0,4
8111033,6,0,0,3,2,25,-2.4940375224877926,0,1,0,4
8111035,6,0,0,1,2,53,0.30596247751220745,0,0,1,4
8111042,6,0,0,1,2,78,2.8059624775122076,0,0,0,4
8111045,6,0,0,1,2,65,1.5059624775122074,0,0,0,2
8111053,6,0,1,1,1,65,1.5059624775122074,1,1,1,5
8112011,6,1,1,3,2,67,1.7059624775122075,0,0,0,4
8112013,6,0,1,1,2,78,2.8059624775122076,0,0,0,5
8112014,6,0,0,1,2,72,2.2059624775122075,0,0,0,2
8112015,6,0,1,1,2,72,2.2059624775122075,0,0,1,4
8112033,6,0,0,1,1,76,2.6059624775122074,0,0,0,4
8112034,6,0,0,1,2,59,0.9059624775122075,0,0,1,1
8112044,6,0,1,1,2,81,3.1059624775122074,0,0,0,5
8112045,6,0,1,1,2,62,1.2059624775122075,0,0,0,4
8112046,6,1,1,3,1,31,-1.8940375224877926,0,1,1,5
8112054,6,0,1,3,1,67,1.7059624775122075,1,0,1,5
8112061,6,0,1,3,1,70,2.0059624775122074,0,0,1,4
8112065,6,1,1,1,2,67,1.7059624775122075,1,0,0,5
8112074,6,0,1,2,2,61,1.1059624775122074,1,1,1,4
8112075,6,0,1,1,2,67,1.7059624775122075,0,0,1,5
8304023,6,0,1,1,1,42,-0.7940375224877926,0,1,1,4
8304032,6,0,0,3,1,84,3.4059624775122073,0,0,1,4
8304041,6,0,1,1,1,80,3.0059624775122074,0,0,1,4
8304043,6,0,0,3,1,33,-1.6940375224877926,0,1,1,4
8304051,6,0,0,3,2,50,0.005962477512207442,0,0,1,2
8304062,6,0,0,1,2,57,0.7059624775122074,0,1,0,4
8304081,6,0,0,1,2,57,0.7059624775122074,0,0,1,4
8305011,6,0,1,1,2,70,2.0059624775122074,0,0,1,4
8305022,6,0,1,1,1,79,2.9059624775122073,0,1,1,4
8305023,6,0,1,2,2,45,-0.49403752248779254,0,1,1,4
8305032,6,0,1,3,1,33,-1.6940375224877926,0,1,1,4
8305043,6,0,1,3,1,49,-0.09403752248779255,0,1,1,4
8305051,6,0,0,3,2,56,0.6059624775122074,0,0,1,4
8305052,6,0,0,3,1,40,-0.9940375224877925,0,1,0,4
8305053,6,0,0,1,1,51,0.10596247751220744,0,1,1,4
8305071,6,0,0,3,1,37,-1.2940375224877925,0,1,1,4
8305092,6,0,1,1,1,80,3.0059624775122074,0,0,1,4
8305101,6,0,1,3,2,40,-0.9940375224877925,0,0,0,4
8305102,6,0,0,1,2,66,1.6059624775122074,0,1,1,4
8305111,6,0,0,3,2,30,-1.9940375224877926,0,1,1,4
8310012,6,0,1,1,2,64,1.4059624775122075,0,0,1,4
8310013,6,0,1,2,2,36,-1.3940375224877926,0,1,1,4
8310021,6,0,0,3,1,80,3.0059624775122074,0,0,0,4
8310022,6,0,0,1,1,73,2.3059624775122076,0,0,1,4
8310023,6,0,0,1,2,67,1.7059624775122075,0,0,0,4
8404013,6,0,1,3,2,26,-2.3940375224877926,0,1,0,4
8404021,6,0,1,1,2,64,1.4059624775122075,1,0,1,5
8404023,6,0,0,3,1,64,1.4059624775122075,0,1,1,5
8404033,6,0,0,3,2,74,2.4059624775122073,0,0,1,4
8404041,6,0,1,2,1,29,-2.0940375224877927,0,1,0,4
8404042,6,0,1,3,1,38,-1.1940375224877926,0,1,0,5
8404043,6,0,0,1,2,43,-0.6940375224877926,0,1,0,4
8404062,6,0,1,1,2,55,0.5059624775122075,1,1,1,5
8404063,6,0,1,1,1,42,-0.7940375224877926,0,1,1,5
8404071,6,0,0,1,2,44,-0.5940375224877925,1,1,0,5
8404072,6,0,1,1,2,62,1.2059624775122075,0,1,1,5
8404073,6,0,0,1,2,76,2.6059624775122074,0,0,1,4
8404091,6,0,1,1,2,67,1.7059624775122075,0,1,0,5
8404092,6,0,1,1,2,65,1.5059624775122074,1,0,0,5
8404103,6,0,1,2,2,48,-0.19403752248779255,0,1,1,5
8413012,6,0,1,3,1,64,1.4059624775122075,0,1,0,5
8413021,6,0,1,1,2,55,0.5059624775122075,0,1,0,4
8413064,6,0,1,3,1,67,1.7059624775122075,0,0,0,5
8413075,6,0,0,3,2,45,-0.49403752248779254,0,0,1,5
8413081,6,1,1,1,2,56,0.6059624775122074,0,0,1,4
8413093,6,0,1,1,2,62,1.2059624775122075,0,1,1,5
9101013,6,0,1,3,2,76,2.6059624775122074,0,0,0,4
9101031,6,0,0,3,1,41,-0.8940375224877926,0,1,0,4
9101033,6,0,1,1,1,74,2.4059624775122073,1,0,1,5
9101041,6,0,1,2,1,29,-2.0940375224877927,0,1,1,3
9101051,6,0,1,3,1,61,1.1059624775122074,0,0,1,4
9101062,6,0,0,1,2,54,0.40596247751220743,0,0,0,4
9101063,6,0,0,1,1,78,2.8059624775122076,0,0,0,2
9101071,6,0,1,1,2,39,-1.0940375224877925,0,1,1,4
9101093,6,0,0,1,2,48,-0.19403752248779255,0,1,0,4
9101101,6,0,1,1,2,70,2.0059624775122074,0,0,0,4
9101112,6,0,0,1,2,49,-0.09403752248779255,0,0,1,2
9101113,6,0,0,3,2,57,0.7059624775122074,0,0,0,4
9101141,6,0,1,3,2,54,0.40596247751220743,0,0,0,3
9101152,6,0,0,3,2,36,-1.3940375224877926,0,0,1,4
9101161,6,0,0,1,2,63,1.3059624775122074,0,0,1,4
9101162,6,0,0,2,1,64,1.4059624775122075,0,1,1,2
9101172,6,0,1,3,1,37,-1.2940375224877925,0,1,1,3
9101193,6,0,1,3,2,53,0.30596247751220745,0,0,1,4
9101202,6,0,1,1,1,67,1.7059624775122075,0,0,1,4
9101222,6,0,1,3,2,28,-2.1940375224877924,0,1,0,5
9101223,6,0,0,1,2,27,-2.2940375224877925,0,0,1,3
9102013,6,0,0,1,2,77,2.7059624775122075,0,0,1,2
9102042,6,0,1,1,2,74,2.4059624775122073,1,0,0,5
9102051,6,0,1,1,1,55,0.5059624775122075,0,1,0,2
9102052,6,0,0,1,2,42,-0.7940375224877926,1,1,0,4
9102053,6,0,1,3,2,52,0.20596247751220745,0,1,0,4
9102082,6,0,0,1,2,53,0.30596247751220745,0,1,0,2
9102112,6,0,0,1,2,43,-0.6940375224877926,0,0,1,4
9108012,6,0,1,1,2,58,0.8059624775122074,0,0,0,4
9108013,6,0,1,1,2,78,2.8059624775122076,0,0,1,4
9108031,6,0,0,3,2,35,-1.4940375224877926,0,1,0,3
9108033,6,0,1,1,2,56,0.6059624775122074,0,1,0,4
9108041,6,0,0,3,1,25,-2.4940375224877926,1,0,0,4
9108042,6,0,0,1,2,45,-0.49403752248779254,0,1,0,4
9108073,6,0,0,1,2,48,-0.19403752248779255,0,0,0,4
9108092,6,0,0,1,2,62,1.2059624775122075,1,1,1,5
9108101,6,0,0,1,2,57,0.7059624775122074,0,1,0,2
9108111,6,0,0,1,2,43,-0.6940375224877926,0,0,1,3
9109031,6,0,0,1,2,59,0.9059624775122075,1,1,0,2
9109032,6,1,1,2,1,57,0.7059624775122074,0,1,1,4
9109033,6,0,0,3,1,62,1.2059624775122075,0,1,1,4
9109042,6,0,1,1,2,52,0.20596247751220745,1,1,1,4
9109043,6,0,1,1,2,70,2.0059624775122074,0,0,0,5
9109053,6,0,1,2,1,53,0.30596247751220745,0,1,1,4
9109061,6,0,1,1,1,71,2.1059624775122074,0,0,1,3
9109072,6,0,0,3,1,44,-0.5940375224877925,0,1,1,3
9109082,6,0,0,1,2,40,-0.9940375224877925,0,0,1,2
9109091,6,0,1,2,2,55,0.5059624775122075,0,1,1,5
9109111,6,0,0,1,2,74,2.4059624775122073,1,0,0,5
9109112,6,0,1,1,2,69,1.9059624775122075,0,0,0,4
9111021,6,1,1,3,1,39,-1.0940375224877925,0,1,0,4
9111023,6,0,1,1,2,67,1.7059624775122075,0,0,1,4
9111032,6,0,0,3,1,59,0.9059624775122075,0,1,1,4
9111041,6,0,1,3,1,43,-0.6940375224877926,0,1,1,4
9111042,6,0,1,1,2,45,-0.49403752248779254,0,0,1,4
9111053,6,0,0,1,1,63,1.3059624775122074,0,0,1,4
9111061,6,0,1,3,1,43,-0.6940375224877926,0,1,0,4
9111062,6,0,0,1,2,37,-1.2940375224877925,0,1,1,2
9111071,6,1,1,3,1,46,-0.39403752248779256,1,1,0,2
9111072,6,0,1,3,2,46,-0.39403752248779256,0,1,0,3
9111073,6,0,0,3,1,37,-1.2940375224877925,0,1,1,4
9111091,6,0,0,3,2,42,-0.7940375224877926,0,1,0,4
9111093,6,0,0,1,2,54,0.40596247751220743,0,1,1,4
9112013,6,0,0,1,2,59,0.9059624775122075,0,0,0,4
9112021,6,0,0,1,2,71,2.1059624775122074,0,1,0,4
9112043,6,0,0,3,2,36,-1.3940375224877926,1,1,0,3
9201022,6,0,1,2,2,69,1.9059624775122075,0,0,0,4
9201042,6,0,1,1,2,77,2.7059624775122075,0,0,0,4
9201043,6,0,1,3,2,58,0.8059624775122074,0,1,0,4
9201083,6,0,0,1,1,51,0.10596247751220744,0,1,1,2
9201102,6,0,1,3,1,54,0.40596247751220743,0,1,1,4
9201103,6,0,0,1,1,64,1.4059624775122075,0,0,0,4
9201112,6,0,1,3,1,61,1.1059624775122074,0,1,1,4
9201123,6,0,1,3,1,50,0.005962477512207442,0,1,1,5
9201132,6,0,0,3,2,49,-0.09403752248779255,0,0,1,4
9201141,6,0,1,3,1,54,0.40596247751220743,0,1,1,5
9201173,6,0,1,3,2,39,-1.0940375224877925,0,1,1,4
9201181,6,0,1,3,1,40,-0.9940375224877925,0,1,1,5
9201182,6,0,0,1,2,52,0.20596247751220745,1,1,0,2
9201183,6,0,0,3,2,26,-2.3940375224877926,0,0,0,3
9201193,6,0,0,1,1,75,2.5059624775122074,0,0,1,4
9201203,6,0,0,1,1,78,2.8059624775122076,0,0,1,4
9201213,6,0,1,1,2,54,0.40596247751220743,1,1,0,4
9201223,6,0,0,1,1,79,2.9059624775122073,1,0,1,2
9201231,6,0,1,1,2,58,0.8059624775122074,0,1,1,4
9201242,6,0,0,1,1,41,-0.8940375224877926,0,1,1,2
10101012,6,0,1,1,1,67,1.7059624775122075,0,1,1,4
10101032,6,0,1,1,1,76,2.6059624775122074,0,0,1,4
10101043,6,0,1,3,1,54,0.40596247751220743,0,1,0,4
10101061,6,0,1,1,2,40,-0.9940375224877925,1,1,1,4
10101063,6,0,0,2,2,41,-0.8940375224877926,0,1,1,4
10101073,6,0,0,1,2,66,1.6059624775122074,0,0,1,4
10101082,6,1,1,3,2,47,-0.2940375224877926,0,0,0,5
10101091,6,0,0,3,2,53,0.30596247751220745,1,1,1,4
10101092,6,0,0,1,2,43,-0.6940375224877926,0,0,1,2
10101101,6,0,1,2,2,34,-1.5940375224877925,0,1,0,4
10101103,6,0,0,3,1,33,-1.6940375224877926,0,1,0,2
10101121,6,0,1,2,2,79,2.9059624775122073,1,0,1,4
10101141,6,0,1,1,1,64,1.4059624775122075,1,1,1,5
10101143,6,0,1,3,2,52,0.20596247751220745,0,1,1,4
10101152,6,0,1,3,2,53,0.30596247751220745,0,0,1,2
10101153,6,0,0,3,1,31,-1.8940375224877926,0,1,0,4
10101163,6,0,1,1,1,62,1.2059624775122075,1,1,0,4
10101171,6,0,0,3,1,32,-1.7940375224877925,0,1,0,2
10101181,6,0,0,3,2,42,-0.7940375224877926,0,1,1,4
10101183,6,0,0,3,1,33,-1.6940375224877926,0,1,1,4
10101192,6,1,1,3,2,48,-0.19403752248779255,0,1,0,4
10101193,6,0,1,3,2,24,-2.5940375224877927,0,0,1,5
10101201,6,0,0,3,2,42,-0.7940375224877926,0,0,1,3
10101202,6,0,1,1,2,67,1.7059624775122075,1,0,1,5
10101211,6,0,1,1,2,59,0.9059624775122075,1,1,0,5
10101223,6,0,0,3,1,64,1.4059624775122075,1,1,1,5
10101231,6,0,1,3,1,61,1.1059624775122074,0,1,0,4
10109022,6,0,1,1,2,60,1.0059624775122074,1,0,1,4
10109032,6,0,1,3,2,28,-2.1940375224877924,0,1,1,3
10109033,6,0,0,1,2,46,-0.39403752248779256,0,0,1,5
11201012,6,0,0,3,2,42,-0.7940375224877926,0,1,1,4
11201013,6,0,1,2,2,34,-1.5940375224877925,0,1,0,5
11201031,6,0,1,2,1,43,-0.6940375224877926,0,1,0,4
11201053,6,0,0,1,2,63,1.3059624775122074,0,1,1,4
11201063,6,0,1,1,2,73,2.3059624775122076,0,0,0,4
11201081,6,0,1,3,1,25,-2.4940375224877926,0,0,0,5
11201091,6,0,0,2,2,38,-1.1940375224877926,0,0,1,4
11201092,6,0,0,1,2,69,1.9059624775122075,1,0,1,4
11201102,6,1,1,2,1,64,1.4059624775122075,0,1,1,4
11201111,6,0,1,3,1,40,-0.9940375224877925,0,1,1,5
13101025,6,0,1,3,2,46,-0.39403752248779256,0,1,0,4
13101034,6,0,1,3,1,35,-1.4940375224877926,1,1,1,4
13101053,6,0,0,3,2,51,0.10596247751220744,0,0,0,2
13101107,6,0,1,2,2,69,1.9059624775122075,1,1,0,3
13101108,6,0,1,2,1,46,-0.39403752248779256,0,1,0,3
13101117,6,0,1,1,2,72,2.2059624775122075,1,0,1,4
13101135,6,1,0,3,2,42,-0.7940375224877926,0,1,1,3
13101151,6,1,1,1,2,58,0.8059624775122074,0,1,0,4
13101157,6,1,0,2,1,76,2.6059624775122074,0,0,1,3
13102014,6,0,0,3,2,49,-0.09403752248779255,0,1,1,4
13102017,6,0,0,3,1,30,-1.9940375224877926,0,1,0,3
