idencuesta,ola,social_trust,trust_nb,clase,m0_sexo,m0_edad,age10,swb,employed,couple,t02_01
13109022,1,0,0,2,1,30,-1.9940375224877926,0,1,1,1
13109034,1,0,1,3,1,31,-1.8940375224877926,0,1,1,4
13110011,1,0,1,1,2,75,2.5059624775122074,0,0,0,4
13110014,1,0,0,3,2,60,1.0059624775122074,1,1,1,4
13110015,1,0,0,1,2,52,0.20596247751220745,0,1,1,3
13110016,1,0,0,1,2,72,2.2059624775122075,0,0,1,3
13110023,1,1,1,2,2,55,0.5059624775122075,0,1,0,4
13110057,1,0,0,3,1,30,-1.9940375224877926,0,1,0,4
13110061,1,0,0,3,2,55,0.5059624775122075,1,0,0,3
13110065,1,0,1,1,2,65,1.5059624775122074,0,0,0,3
13110071,1,0,1,1,2,27,-2.2940375224877925,0,0,0,4
13110073,1,1,0,3,1,58,0.8059624775122074,1,1,0,4
13110074,1,0,0,1,2,60,1.0059624775122074,0,0,0,4
13110076,1,0,1,2,2,18,-3.1940375224877924,0,0,0,4
13110092,1,1,0,3,2,45,-0.49403752248779254,0,1,1,2
13110094,1,0,1,1,2,65,1.5059624775122074,0,0,1,4
13110101,1,0,0,3,1,60,1.0059624775122074,1,1,0,3
13110103,1,0,1,1,2,56,0.6059624775122074,0,1,0,4
13110111,1,0,1,1,2,40,-0.9940375224877925,0,0,1,2
13110116,1,1,1,3,1,27,-2.2940375224877925,0,0,0,4
13111013,1,0,1,1,2,58,0.8059624775122074,1,1,0,5
13111015,1,0,0,3,2,33,-1.6940375224877926,0,1,1,2
13111021,1,0,0,3,2,63,1.3059624775122074,0,0,0,4
13111022,1,0,0,1,2,47,-0.2940375224877926,0,1,0,3
13111024,1,0,0,1,1,60,1.0059624775122074,0,1,1,2
13111034,1,0,0,3,1,60,1.0059624775122074,1,1,1,4
13111036,1,0,1,1,2,54,0.40596247751220743,0,1,1,4
13112011,1,0,1,1,2,18,-3.1940375224877924,0,0,0,2
13112021,1,0,1,3,2,35,-1.4940375224877926,0,1,1,3
13112022,1,0,0,1,2,49,-0.09403752248779255,0,0,0,3
13112024,1,0,1,1,2,49,-0.09403752248779255,0,1,1,3
13112032,1,0,1,3,2,68,1.8059624775122074,0,1,0,4
13112033,1,0,0,1,2,40,-0.9940375224877925,0,0,1,2
13112035,1,0,0,3,2,39,-1.0940375224877925,0,1,0,4
13112037,1,0,1,1,2,21,-2.8940375224877926,0,0,0,2
13112041,1,0,0,3,2,30,-1.9940375224877926,1,0,0,2
13112042,1,0,0,3,2,33,-1.6940375224877926,0,1,0,3
13112044,1,0,0,1,1,67,1.7059624775122075,0,1,1,2
13112053,1,0,0,1,1,66,1.6059624775122074,1,0,1,4
13112054,1,0,1,1,2,43,-0.6940375224877926,0,0,1,2
13112062,1,0,1,3,1,67,1.7059624775122075,1,1,0,5
13112063,1,1,1,3,1,52,0.20596247751220745,1,1,1,3
13112065,1,0,0,3,1,34,-1.5940375224877925,1,0,1,4
13113011,1,0,1,3,1,65,1.5059624775122074,1,0,1,5
13113013,1,0,1,1,1,63,1.3059624775122074,0,1,1,4
13113015,1,0,0,3,2,46,-0.39403752248779256,0,1,0,4
13113034,1,0,0,3,2,20,-2.9940375224877926,0,1,0,4
13114021,1,1,1,3,2,45,-0.49403752248779254,0,1,1,4
13114042,1,0,1,3,2,22,-2.7940375224877925,0,0,0,4
13114044,1,0,0,2,2,73,2.3059624775122076,0,0,0,4
13114061,1,0,0,3,1,24,-2.5940375224877927,0,0,0,3
13116013,1,0,1,3,2,44,-0.5940375224877925,0,0,0,5
13116015,1,0,1,3,2,47,-0.2940375224877926,0,0,1,5
13116018,1,0,1,1,2,34,-1.5940375224877925,0,0,1,4
13116021,1,0,1,3,2,66,1.6059624775122074,0,0,1,4
13116024,1,0,0,1,2,32,-1.7940375224877925,0,1,0,4
13116025,1,0,0,1,2,62,1.2059624775122075,0,0,0,4
13116031,1,0,0,3,1,73,2.3059624775122076,1,1,1,4
13117012,1,0,0,3,2,23,-2.6940375224877924,0,0,0,3
13117013,1,0,0,3,1,37,-1.2940375224877925,0,0,0,3
13117022,1,0,1,3,2,60,1.0059624775122074,0,0,0,5
13117031,1,0,0,3,1,24,-2.5940375224877927,0,1,1,3
13118011,1,1,0,3,1,40,-0.9940375224877925,1,1,1,3
13118021,1,0,1,3,1,63,1.3059624775122074,0,0,0,4
13118023,1,0,0,3,2,61,1.1059624775122074,0,1,0,3
13118026,1,0,0,3,2,27,-2.2940375224877925,0,0,1,4
13118027,1,0,0,1,2,75,2.5059624775122074,0,0,1,4
13118033,1,0,1,1,2,41,-0.8940375224877926,0,0,0,3
13118034,1,0,1,2,2,72,2.2059624775122075,0,0,0,3
13118042,1,0,1,1,2,74,2.4059624775122073,0,0,1,4
13118043,1,0,1,3,2,40,-0.9940375224877925,0,1,1,4
13119012,1,0,0,1,2,58,0.8059624775122074,0,1,0,5
13119013,1,0,1,1,1,70,2.0059624775122074,0,1,1,5
13119017,1,0,1,3,1,65,1.5059624775122074,0,1,1,4
13119027,1,1,0,3,1,36,-1.3940375224877926,0,1,1,3
13119028,1,0,1,3,2,51,0.10596247751220744,0,1,0,4
13119042,1,0,0,3,2,48,-0.19403752248779255,0,0,0,1
13119043,1,0,1,1,2,69,1.9059624775122075,0,0,0,4
13119053,1,0,0,3,2,25,-2.4940375224877926,0,1,1,3
13119066,1,0,0,3,1,47,-0.2940375224877926,0,1,0,4
13119071,1,0,0,1,2,45,-0.49403752248779254,0,1,0,5
13119084,1,1,1,1,2,48,-0.19403752248779255,0,0,1,2
13119101,1,0,1,1,2,73,2.3059624775122076,0,0,0,4
13119105,1,0,0,1,2,62,1.2059624775122075,0,1,0,4
13119107,1,0,0,3,2,40,-0.9940375224877925,0,0,0,3
13119111,1,0,0,1,2,51,0.10596247751220744,0,1,1,2
13119113,1,0,0,3,2,47,-0.2940375224877926,0,1,1,2
13119114,1,0,0,1,2,32,-1.7940375224877925,1,0,1,2
13119115,1,0,1,1,2,52,0.20596247751220745,0,1,0,2
13119117,1,0,0,3,2,21,-2.8940375224877926,0,1,1,3
13119136,1,0,0,2,2,22,-2.7940375224877925,0,0,0,3
13119141,1,0,0,1,2,61,1.1059624775122074,0,1,0,4
13119145,1,0,0,3,1,21,-2.8940375224877926,0,0,0,4
13119146,1,0,0,3,1,55,0.5059624775122075,0,1,1,1
13119153,1,1,1,2,2,30,-1.9940375224877926,1,1,1,3
13119156,1,0,1,3,2,33,-1.6940375224877926,0,1,0,4
13119161,1,0,1,2,2,35,-1.4940375224877926,0,0,1,4
13120022,1,1,1,3,2,42,-0.7940375224877926,1,1,0,2
13120024,1,0,1,1,2,52,0.20596247751220745,0,0,1,5
13120041,1,0,1,3,2,67,1.7059624775122075,0,0,1,4
13120042,1,0,1,3,2,70,2.0059624775122074,0,1,0,5
13120073,1,1,1,3,1,41,-0.8940375224877926,0,1,0,4
13120075,1,0,1,3,1,56,0.6059624775122074,0,0,1,5
13120077,1,1,1,2,1,50,0.005962477512207442,0,1,0,2
13121022,1,0,0,3,1,42,-0.7940375224877926,0,1,1,4
13121024,1,0,0,3,2,33,-1.6940375224877926,0,1,1,4
13121026,1,0,0,3,2,25,-2.4940375224877926,0,1,0,2
13121027,1,0,1,1,2,58,0.8059624775122074,0,1,0,4
13121036,1,0,0,3,2,31,-1.8940375224877926,0,0,1,3
13121037,1,0,1,3,2,54,0.40596247751220743,0,1,0,4
13122016,1,0,1,1,2,57,0.7059624775122074,0,1,0,4
13122017,1,0,0,1,2,44,-0.5940375224877925,0,1,0,3
13122025,1,0,0,3,2,18,-3.1940375224877924,0,0,0,4
13122041,1,0,1,3,1,44,-0.5940375224877925,0,1,1,4
13122044,1,0,1,3,2,52,0.20596247751220745,0,1,1,4
13122046,1,0,0,3,2,54,0.40596247751220743,0,0,0,2
13122051,1,0,1,3,2,51,0.10596247751220744,0,0,1,4
13122052,1,0,0,1,2,42,-0.7940375224877926,0,1,1,4
13122065,1,0,0,1,2,48,-0.19403752248779255,1,1,0,4
13122066,1,0,0,3,2,43,-0.6940375224877926,0,0,1,2
13122071,1,0,0,3,1,45,-0.49403752248779254,0,1,1,4
13123013,1,0,0,1,2,18,-3.1940375224877924,0,0,0,5
13123026,1,0,1,3,2,37,-1.2940375224877925,0,0,1,4
13123028,1,0,0,3,2,57,0.7059624775122074,0,1,0,4
13123031,1,0,1,3,2,53,0.30596247751220745,0,1,0,4
13123044,1,1,1,3,2,74,2.4059624775122073,0,0,0,5
13123053,1,0,0,2,1,36,-1.3940375224877926,0,1,1,5
13123056,1,0,1,2,2,73,2.3059624775122076,0,1,0,4
13123066,1,0,1,3,2,24,-2.5940375224877927,0,0,0,4
13123075,1,0,0,3,2,21,-2.8940375224877926,0,0,0,4
13123078,1,0,0,3,2,50,0.005962477512207442,0,1,0,4
13124014,1,0,0,3,1,42,-0.7940375224877926,0,1,0,4
13124025,1,0,1,1,2,62,1.2059624775122075,0,1,1,4
13124027,1,0,0,1,2,50,0.005962477512207442,0,0,1,3
13124045,1,0,0,3,1,63,1.3059624775122074,1,1,1,1
13124054,1,0,1,1,2,44,-0.5940375224877925,0,1,0,4
13124071,1,0,0,1,1,44,-0.5940375224877925,1,1,1,4
13124072,1,0,0,1,1,31,-1.8940375224877926,1,1,1,5
13125024,1,0,1,3,1,48,-0.19403752248779255,0,1,0,5
13125025,1,0,1,3,1,47,-0.2940375224877926,0,1,1,4
13125041,1,0,1,3,2,21,-2.8940375224877926,0,0,0,5
13125046,1,0,0,1,2,46,-0.39403752248779256,0,1,0,2
13125063,1,0,1,3,2,50,0.005962477512207442,0,0,1,2
13126023,1,0,0,2,1,45,-0.49403752248779254,0,1,0,4
13126025,1,0,0,3,1,51,0.10596247751220744,0,0,1,5
13127023,1,0,0,3,1,46,-0.39403752248779256,0,0,0,4
13127032,1,0,1,3,1,36,-1.3940375224877926,0,1,1,4
13127033,1,0,0,1,2,59,0.9059624775122075,0,0,1,2
13127034,1,0,1,3,2,52,0.20596247751220745,0,1,1,2
13127035,1,0,0,3,2,60,1.0059624775122074,0,1,0,4
13127042,1,0,1,3,2,52,0.20596247751220745,0,0,1,4
13127053,1,0,0,3,2,56,0.6059624775122074,0,1,0,2
13128013,1,0,0,1,2,68,1.8059624775122074,0,0,0,4
13128014,1,0,0,3,2,35,-1.4940375224877926,0,0,0,4
13128016,1,0,0,3,2,50,0.005962477512207442,0,0,1,4
13128041,1,0,0,3,2,18,-3.1940375224877924,0,0,0,1
13128053,1,0,0,1,2,46,-0.39403752248779256,0,1,1,2
13128055,1,0,0,3,2,56,0.6059624775122074,0,1,1,5
13129014,1,0,0,3,1,55,0.5059624775122075,0,1,1,1
13129016,1,1,1,3,1,24,-2.5940375224877927,0,0,0,3
13129024,1,0,1,3,2,55,0.5059624775122075,0,1,0,5
13129032,1,0,1,1,2,58,0.8059624775122074,1,0,1,4
13130014,1,0,1,1,2,74,2.4059624775122073,0,0,1,4
13130016,1,0,1,3,1,33,-1.6940375224877926,0,1,1,2
13130018,1,1,1,3,2,53,0.30596247751220745,1,1,0,4
13130021,1,0,0,2,1,62,1.2059624775122075,0,0,1,4
13130022,1,0,0,3,1,62,1.2059624775122075,0,1,1,4
13130025,1,1,1,2,1,58,0.8059624775122074,1,1,1,5
13131013,1,0,1,2,1,59,0.9059624775122075,0,1,1,4
13131016,1,0,1,1,2,67,1.7059624775122075,0,0,1,4
13131018,1,0,1,3,2,54,0.40596247751220743,0,1,0,4
13131021,1,0,0,3,2,39,-1.0940375224877925,0,1,0,2
13131023,1,0,0,3,1,26,-2.3940375224877926,0,1,0,4
13131025,1,0,0,3,2,48,-0.19403752248779255,0,1,1,2
13132015,1,0,1,2,2,62,1.2059624775122075,0,1,0,4
13201011,1,0,0,3,1,21,-2.8940375224877926,0,0,0,4
13201013,1,0,0,3,2,53,0.30596247751220745,0,1,1,4
13201017,1,0,0,3,2,66,1.6059624775122074,0,0,0,3
13201025,1,1,1,1,2,77,2.7059624775122075,0,0,0,4
13201037,1,0,1,3,1,55,0.5059624775122075,0,1,1,5
13201044,1,1,1,3,1,51,0.10596247751220744,0,1,0,2
13201047,1,0,0,3,1,37,-1.2940375224877925,0,1,1,2
13201051,1,0,0,1,2,55,0.5059624775122075,0,0,1,2
13201061,1,0,0,3,2,28,-2.1940375224877924,0,0,1,4
13201062,1,0,0,3,2,28,-2.1940375224877924,0,0,1,4
13201063,1,0,1,3,2,41,-0.8940375224877926,0,1,1,2
13201071,1,0,0,3,2,53,0.30596247751220745,0,1,1,4
13201074,1,0,0,1,2,41,-0.8940375224877926,0,0,0,2
13201082,1,0,0,3,1,26,-2.3940375224877926,0,0,0,4
13201085,1,1,0,3,2,26,-2.3940375224877926,0,1,1,4
13201104,1,0,1,3,2,26,-2.3940375224877926,1,1,0,4
13201122,1,0,1,3,2,21,-2.8940375224877926,0,0,0,4
13201125,1,0,1,3,2,57,0.7059624775122074,0,0,1,2
13201126,1,0,1,1,2,63,1.3059624775122074,0,0,1,4
13201132,1,0,0,1,1,53,0.30596247751220745,0,1,1,2
13201134,1,0,0,3,1,45,-0.49403752248779254,0,1,1,2
13201135,1,0,0,1,2,51,0.10596247751220744,0,0,0,3
13201146,1,0,0,3,2,48,-0.19403752248779255,0,1,0,3
13201155,1,0,1,3,2,56,0.6059624775122074,0,0,1,4
13201165,1,0,0,1,2,25,-2.4940375224877926,0,1,1,1
13201166,1,0,0,3,1,32,-1.7940375224877925,0,1,1,2
13201174,1,0,1,3,2,31,-1.8940375224877926,0,1,0,3
13201175,1,0,1,1,2,56,0.6059624775122074,0,1,1,3
13201177,1,0,0,3,1,56,0.6059624775122074,0,1,1,4
13201182,1,0,0,3,1,28,-2.1940375224877924,0,1,0,3
13201185,1,0,0,3,2,50,0.005962477512207442,0,0,1,2
13201187,1,0,1,1,2,53,0.30596247751220745,0,0,1,4
13301013,1,0,1,1,2,48,-0.19403752248779255,1,0,1,5
13301021,1,0,1,3,1,49,-0.09403752248779255,0,1,1,4
13301033,1,0,0,1,2,54,0.40596247751220743,0,1,0,2
13301041,1,0,1,1,2,41,-0.8940375224877926,0,1,1,4
13301053,1,0,0,3,2,40,-0.9940375224877925,0,0,0,4
13301091,1,0,1,3,2,26,-2.3940375224877926,0,1,0,3
13301092,1,0,1,3,2,69,1.9059624775122075,0,0,0,4
13301102,1,0,0,3,2,40,-0.9940375224877925,0,1,0,3
13301112,1,0,0,1,2,45,-0.49403752248779254,0,1,0,2
13301122,1,0,0,3,2,44,-0.5940375224877925,0,1,1,4
13301132,1,0,1,1,2,53,0.30596247751220745,0,1,1,4
13301141,1,0,0,1,2,62,1.2059624775122075,0,0,1,3
13301146,1,0,1,3,2,41,-0.8940375224877926,0,1,0,2
13301153,1,0,0,3,1,21,-2.8940375224877926,0,0,0,4
13301161,1,0,1,1,1,28,-2.1940375224877924,0,1,0,2
13301183,1,0,0,1,2,30,-1.9940375224877926,0,0,1,4
13301222,1,0,0,3,2,46,-0.39403752248779256,0,1,1,5
13301242,1,0,0,1,2,58,0.8059624775122074,1,1,1,2
13401032,1,0,1,3,2,20,-2.9940375224877926,0,0,0,2
13401034,1,0,1,1,2,19,-3.0940375224877927,0,0,0,4
13401037,1,0,0,3,2,19,-3.0940375224877927,0,0,0,2
13401043,1,1,0,3,1,60,1.0059624775122074,0,1,1,2
13401046,1,0,0,2,2,58,0.8059624775122074,0,1,0,1
13401047,1,0,0,1,2,47,-0.2940375224877926,0,0,0,2
13401051,1,1,1,2,1,70,2.0059624775122074,0,0,1,4
13401052,1,1,1,3,2,27,-2.2940375224877925,0,0,0,4
13401053,1,0,0,3,2,67,1.7059624775122075,0,0,1,4
13401074,1,1,1,3,2,28,-2.1940375224877924,0,1,0,3
13401075,1,0,1,3,1,45,-0.49403752248779254,0,1,1,4
13401083,1,0,1,3,1,56,0.6059624775122074,0,1,1,4
13401086,1,0,1,3,1,73,2.3059624775122076,0,0,0,2
13503011,1,0,1,1,2,59,0.9059624775122075,0,1,1,4
13503031,1,0,1,3,1,48,-0.19403752248779255,0,1,1,5
13503032,1,0,1,2,2,32,-1.7940375224877925,0,1,1,4
13503055,1,0,1,3,2,30,-1.9940375224877926,0,1,0,4
13503061,1,0,0,3,2,32,-1.7940375224877925,1,1,0,4
13503064,1,0,1,1,2,55,0.5059624775122075,0,1,0,5
13503073,1,0,0,1,1,34,-1.5940375224877925,0,1,1,3
13503075,1,1,0,1,2,38,-1.1940375224877926,0,0,1,2
13503081,1,0,1,2,1,28,-2.1940375224877924,0,1,0,3
13503082,1,1,1,1,1,71,2.1059624775122074,0,0,1,5
13603014,1,0,1,1,1,67,1.7059624775122075,0,0,0,4
13603016,1,0,0,1,2,39,-1.0940375224877925,0,1,0,4
13603026,1,0,1,3,1,73,2.3059624775122076,0,1,0,4
13603032,1,0,1,3,2,46,-0.39403752248779256,0,1,0,3
13603042,1,0,1,1,2,65,1.5059624775122074,1,0,0,4
13603044,1,0,1,3,1,52,0.20596247751220745,0,1,1,4
13603051,1,0,1,2,2,41,-0.8940375224877926,1,1,1,4
13603052,1,0,0,1,2,52,0.20596247751220745,0,1,0,4
13603053,1,0,1,2,1,32,-1.7940375224877925,0,0,1,3
13603063,1,0,1,1,1,36,-1.3940375224877926,0,1,1,5
13603065,1,0,0,3,2,31,-1.8940375224877926,0,1,1,4
13603073,1,0,1,1,2,68,1.8059624775122074,0,0,0,4
13603081,1,0,1,1,2,29,-2.0940375224877927,0,0,1,3
13603093,1,0,0,3,1,32,-1.7940375224877925,0,1,1,3
13603102,1,0,1,1,2,74,2.4059624775122073,0,0,0,4
13603104,1,0,0,1,2,38,-1.1940375224877926,0,1,1,5
13603116,1,0,1,1,2,31,-1.8940375224877926,0,1,1,4
13603141,1,0,1,3,1,23,-2.6940375224877924,0,0,0,4
13603155,1,0,1,2,1,57,0.7059624775122074,1,1,1,4
13603163,1,0,1,1,2,48,-0.19403752248779255,0,0,1,4
13603212,1,0,1,3,1,53,0.30596247751220745,0,1,1,4
13603221,1,0,1,1,1,50,0.005962477512207442,0,1,1,4
13603222,1,0,0,3,1,56,0.6059624775122074,0,1,1,4
13604012,1,0,0,1,1,55,0.5059624775122075,0,1,1,3
13604014,1,0,1,3,1,65,1.5059624775122074,0,1,1,5
13604022,1,0,0,3,2,47,-0.2940375224877926,0,1,1,4
13605044,1,0,0,3,2,52,0.20596247751220745,1,1,0,4
13605045,1,0,0,3,2,65,1.5059624775122074,0,0,1,4
13605051,1,0,0,3,1,68,1.8059624775122074,1,1,0,4
13605052,1,0,0,1,2,44,-0.5940375224877925,0,1,1,4
13605064,1,0,1,3,2,54,0.40596247751220743,0,1,1,4
13605065,1,0,0,3,2,26,-2.3940375224877926,0,0,0,4
13605071,1,1,0,3,2,37,-1.2940375224877925,0,1,0,1
13605072,1,0,0,3,2,37,-1.2940375224877925,0,0,1,4
13605081,1,0,1,3,1,48,-0.19403752248779255,0,0,1,5
13605083,1,0,1,3,2,41,-0.8940375224877926,0,1,1,4
13605101,1,0,0,3,1,40,-0.9940375224877925,0,1,0,4
13605104,1,0,0,3,2,63,1.3059624775122074,0,1,0,5
13605111,1,0,0,3,2,29,-2.0940375224877927,0,1,0,3
13605121,1,0,1,1,1,54,0.40596247751220743,0,1,1,4
13605123,1,0,1,1,2,66,1.6059624775122074,0,1,1,4
13605142,1,0,0,3,1,52,0.20596247751220745,0,1,1,2
13605151,1,0,0,3,2,36,-1.3940375224877926,0,1,0,2
13605161,1,0,1,3,2,40,-0.9940375224877925,0,0,0,2
13605164,1,0,1,3,2,29,-2.0940375224877927,0,1,0,1
13605174,1,0,0,3,2,46,-0.39403752248779256,0,1,1,4
13605176,1,0,1,3,2,24,-2.5940375224877927,0,0,0,4
13605181,1,1,0,2,2,45,-0.49403752248779254,0,1,1,2
13605191,1,0,0,3,2,52,0.20596247751220745,0,0,1,3
13605205,1,0,0,3,2,44,-0.5940375224877925,0,0,1,2
13605222,1,0,0,2,1,33,-1.6940375224877926,0,1,1,5
13605223,1,0,1,3,2,70,2.0059624775122074,0,0,0,4
13605231,1,0,1,3,2,46,-0.39403752248779256,0,1,0,2
13605232,1,0,1,3,1,60,1.0059624775122074,1,1,1,4
13605243,1,0,1,1,1,50,0.005962477512207442,0,1,1,4
13605244,1,0,0,3,1,60,1.0059624775122074,0,1,1,2
14201023,1,0,1,3,2,21,-2.8940375224877926,0,1,0,4
14201031,1,0,0,3,1,55,0.5059624775122075,0,1,1,5
14201032,1,0,0,3,2,55,0.5059624775122075,0,1,0,4
14201033,1,0,1,2,1,45,-0.49403752248779254,0,1,1,4
14201051,1,0,0,3,2,62,1.2059624775122075,1,0,1,3
14201052,1,0,0,1,2,56,0.6059624775122074,0,1,0,5
14201062,1,0,0,2,2,46,-0.39403752248779256,0,0,1,3
14201071,1,0,0,2,2,48,-0.19403752248779255,0,0,1,4
14201072,1,0,0,3,1,40,-0.9940375224877925,1,1,0,4
14201081,1,0,0,3,2,24,-2.5940375224877927,0,1,0,5
14201091,1,0,0,1,2,71,2.1059624775122074,0,0,1,3
14201092,1,0,0,3,1,49,-0.09403752248779255,0,0,1,5
14201103,1,0,0,3,1,56,0.6059624775122074,0,1,1,4
14201111,1,0,1,1,2,59,0.9059624775122075,0,0,0,4
14201112,1,0,1,3,1,30,-1.9940375224877926,0,1,0,4
14204012,1,0,0,1,2,34,-1.5940375224877925,1,0,1,5
14204021,1,0,1,3,2,20,-2.9940375224877926,0,0,0,5
14204022,1,0,1,3,1,66,1.6059624775122074,0,0,0,5
14204031,1,0,0,1,2,18,-3.1940375224877924,0,0,0,5
14204033,1,0,0,3,1,20,-2.9940375224877926,1,1,1,4
14204042,1,0,0,1,1,68,1.8059624775122074,0,0,1,4
14204051,1,0,0,1,2,63,1.3059624775122074,0,1,1,4
14204061,1,0,1,1,2,29,-2.0940375224877927,0,0,0,4
14204062,1,0,0,1,2,55,0.5059624775122075,0,0,1,5
14204091,1,1,1,3,1,38,-1.1940375224877926,0,1,0,4
14204093,1,0,1,1,1,54,0.40596247751220743,0,1,0,4
14204103,1,0,1,1,2,40,-0.9940375224877925,0,1,0,4
14204111,1,0,1,3,2,65,1.5059624775122074,0,0,1,4
14204113,1,0,0,3,1,63,1.3059624775122074,1,1,1,4
131230210,1,0,0,3,1,50,0.005962477512207442,0,1,0,4
131230214,1,0,1,3,1,32,-1.7940375224877925,0,0,0,4
1101011,3,0,1,3,2,66,1.6059624775122074,0,1,1,1
1101012,3,0,1,1,2,62,1.2059624775122075,0,0,1,5
1101023,3,0,0,3,1,63,1.3059624775122074,0,1,0,5
1101032,3,0,0,3,2,56,0.6059624775122074,0,0,1,4
1101081,3,0,1,1,1,72,2.2059624775122075,1,0,0,5
1101103,3,0,1,3,1,37,-1.2940375224877925,0,0,0,5
1101113,3,0,0,3,1,36,-1.3940375224877926,0,1,0,4
1101133,3,0,0,3,2,64,1.4059624775122075,0,1,0,4
1101151,3,0,0,3,1,24,-2.5940375224877927,0,0,0,3
1101152,3,0,0,3,2,31,-1.8940375224877926,0,0,1,5
1101153,3,0,0,1,2,55,0.5059624775122075,0,1,1,5
1101171,3,0,1,3,1,59,0.9059624775122075,0,1,1,4
1101173,3,0,0,3,2,28,-2.1940375224877924,0,1,1,5
1107011,3,0,1,1,2,55,0.5059624775122075,0,0,1,4
1107012,3,0,1,2,1,57,0.7059624775122074,0,0,0,4
1107021,3,0,0,3,1,27,-2.2940375224877925,0,1,0,3
2101033,3,0,0,3,1,60,1.0059624775122074,0,1,1,4
2101043,3,0,0,3,2,38,-1.1940375224877926,0,0,0,2
2101062,3,1,1,3,1,39,-1.0940375224877925,1,1,1,3
2101071,3,0,0,3,2,67,1.7059624775122075,0,0,0,4
2101072,3,0,0,3,1,25,-2.4940375224877926,0,1,1,4
2101082,3,0,0,1,1,51,0.10596247751220744,0,1,1,4
2101083,3,0,0,3,1,30,-1.9940375224877926,1,1,1,4
2101092,3,0,0,3,1,57,0.7059624775122074,0,1,1,4
2101102,3,0,1,1,2,65,1.5059624775122074,0,0,1,4
2101113,3,0,0,3,2,32,-1.7940375224877925,1,0,1,3
2101141,3,0,1,2,2,43,-0.6940375224877926,1,1,0,4
2101142,3,1,0,3,2,51,0.10596247751220744,0,1,1,5
2101143,3,1,0,3,2,33,-1.6940375224877926,0,1,0,4
2101151,3,0,0,3,2,38,-1.1940375224877926,0,1,0,2
2101152,3,0,1,3,2,41,-0.8940375224877926,1,1,0,5
2101162,3,1,1,3,2,71,2.1059624775122074,0,0,0,4
2101172,3,0,0,1,1,33,-1.6940375224877926,0,1,1,2
2101173,3,0,1,3,1,28,-2.1940375224877924,1,1,1,4
2101191,3,0,0,1,2,55,0.5059624775122075,0,1,0,3
2101192,3,0,1,3,1,38,-1.1940375224877926,0,1,0,5
2101193,3,0,0,3,1,27,-2.2940375224877925,0,1,0,3
2101202,3,0,1,1,2,28,-2.1940375224877924,0,1,1,3
2101211,3,0,0,3,1,28,-2.1940375224877924,0,1,1,3
2101212,3,0,0,3,1,42,-0.7940375224877926,0,1,1,2
2101222,3,0,0,3,1,25,-2.4940375224877926,0,1,0,3
2101231,3,0,1,3,2,30,-1.9940375224877926,0,1,1,5
2101232,3,1,1,3,1,35,-1.4940375224877926,0,1,0,2
2101243,3,0,0,2,1,72,2.2059624775122075,0,0,1,1
2101251,3,0,0,1,2,46,-0.39403752248779256,0,0,0,4
2101255,3,0,0,3,1,56,0.6059624775122074,0,1,0,4
2101263,3,0,0,3,2,55,0.5059624775122075,0,1,1,2
3101023,3,1,1,1,2,43,-0.6940375224877926,1,1,1,5
3101033,3,0,1,3,2,21,-2.8940375224877926,0,0,0,5
3101041,3,0,0,3,2,58,0.8059624775122074,0,1,0,4
3101043,3,0,0,3,2,41,-0.8940375224877926,0,0,1,4
3101061,3,0,0,3,2,51,0.10596247751220744,0,0,0,4
3101062,3,0,1,3,2,54,0.40596247751220743,0,1,1,2
3101093,3,1,1,3,1,30,-1.9940375224877926,0,1,1,3
3101102,3,0,0,3,2,54,0.40596247751220743,1,1,0,5
3101111,3,0,1,3,1,45,-0.49403752248779254,0,1,0,3
3101131,3,0,1,3,1,63,1.3059624775122074,0,1,1,4
3101132,3,0,0,3,2,52,0.20596247751220745,0,0,0,4
3101143,3,0,0,1,2,45,-0.49403752248779254,0,0,1,2
3101152,3,0,0,1,2,48,-0.19403752248779255,0,1,0,4
3101153,3,0,1,1,2,51,0.10596247751220744,0,1,1,3
3101171,3,0,0,3,2,49,-0.09403752248779255,0,1,0,2
3101183,3,0,1,3,1,24,-2.5940375224877927,0,1,1,3
3101191,3,0,0,3,2,26,-2.3940375224877926,0,0,1,2
3101192,3,0,0,1,2,52,0.20596247751220745,0,0,1,2
3101202,3,0,1,1,1,71,2.1059624775122074,0,0,0,3
3101203,3,0,1,3,2,51,0.10596247751220744,0,1,0,5
3101211,3,0,0,3,2,27,-2.2940375224877925,0,1,1,3
3101222,3,1,1,2,1,27,-2.2940375224877925,0,0,0,5
3101231,3,0,1,2,2,36,-1.3940375224877926,1,0,1,4
3101232,3,0,1,3,2,33,-1.6940375224877926,0,1,0,3
3101233,3,0,1,3,1,61,1.1059624775122074,0,1,1,4
3101243,3,0,1,1,2,60,1.0059624775122074,0,0,1,4
3301011,3,0,1,1,1,44,-0.5940375224877925,0,1,1,4
3301021,3,0,1,3,1,30,-1.9940375224877926,0,0,0,4
3301031,3,0,0,3,2,54,0.40596247751220743,0,1,0,5
3301041,3,1,1,1,2,61,1.1059624775122074,0,1,1,4
3301043,3,0,0,1,2,58,0.8059624775122074,0,1,0,3
3301051,3,0,0,1,2,41,-0.8940375224877926,0,0,1,3
3301062,3,0,0,1,2,46,-0.39403752248779256,1,1,1,4
